"google_maps_link","visited","best_time_of_day_to_visit","best_time_of_year_to_visit","rating"
"https://www.google.com/maps/place/Crystal+Mill/@39.0589522,-107.1066467,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87405d34574270fd:0x19079acf7be25ce5!8m2!3d39.0589522!4d-107.104458","false","","",""
"https://www.google.com/maps/place/Shrine+Pass/@39.5472076,-106.2510026,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x876a615d140dd80b:0x4cbceb962ea6ed15!8m2!3d39.5472085!4d-106.2422478","false","","",""
"https://www.google.com/maps/place/Book+Cliffs+View/@39.1040177,-108.7297037,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x8746fe1c5547e70d:0x9ade61818b7ea1a8!8m2!3d39.1040177!4d-108.727515","false","","",""
"https://www.google.com/maps/place/Bridal+Veil+Falls/@37.9191602,-107.7788168,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x873ed8d1510f83f5:0x96bfd6f132a4b87d!8m2!3d37.919161!4d-107.770062","false","","",""
"https://www.google.com/maps/place/Mt+Evans/@39.5882996,-105.6525834,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x876ba9ca85fb4895:0xefa49d55b6cbb1b1!8m2!3d39.5883005!4d-105.6438286","false","","",""
"https://www.google.com/maps/place/Garden+of+the+Gods+Visitor+and+Nature+Center/@38.8783536,-104.8719443,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87135012b5cc9c93:0x4e9df5263bf6dab!8m2!3d38.8783536!4d-104.8697556","false","","",""
"https://www.google.com/maps/place/Grand+Lake,+CO+80447/@40.2473806,-105.8382625,14z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x8769818358fac97d:0x8323c3b198872312!8m2!3d40.2522073!4d-105.8230671","false","","",""
"https://www.google.com/maps/place/Hanging+Lake/@39.6013991,-107.1939971,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x8741a3e3d95bbe89:0xfd80367a403eeb16!8m2!3d39.6013916!4d-107.1917899","false","","",""
"https://www.google.com/maps/place/Steamboat+Rock/@40.5349629,-108.9955397,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87451a7b3a2eae49:0x5695d9a8beb6ef43!8m2!3d40.5349638!4d-108.9867849","false","","",""
"https://www.google.com/maps/place/Pawnee+Buttes/@40.8233189,-103.9806472,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x876e412dfc7eb4c3:0xce00c8e1b70ea195!8m2!3d40.8233198!4d-103.9718924","false","","",""
"https://www.google.com/maps/place/Painted+Wall/@38.5808182,-107.7371465,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x873f5f1b35c18893:0x92e49f754071c26d!8m2!3d38.5808191!4d-107.7283917","false","","",""
"https://www.google.com/maps/place/Sprague+Lake/@40.3201769,-105.6059146,18z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87697b376a524819:0x283df688480abef4!8m2!3d40.3200876!4d-105.6042337","false","","",""
"https://www.google.com/maps/place/City+Park,+Denver,+CO/@39.7455709,-104.9590393,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x876c79527dc2f88f:0x409292cfbe1667d0!8m2!3d39.7437803!4d-104.9500844","false","","",""
"https://www.google.com/maps/place/Red+Rocks+Park+and+Amphitheatre/@39.6655381,-105.2074003,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x876b82da0e6cc8d7:0x7c83e707392cd6ad!8m2!3d39.6655381!4d-105.2052116","false","","",""
"https://www.google.com/maps/place/Pikes+Peak/@38.8408698,-105.0510143,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x8714a806033005bd:0xa67b8c79d6580c1e!8m2!3d38.8408707!4d-105.0422595","false","","",""
"https://www.google.com/maps/place/Great+Sand+Dunes+National+Park+and+Preserve/@37.7551468,-105.7521296,11z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87142fe61dd9cbc7:0x33d7918ad00f83d9!8m2!3d37.7275049!4d-105.6418004","false","","",""
"https://www.google.com/maps/place/Trappers+Peak/@48.6883103,-121.3314139,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x5484eb10c8755d2f:0xd846675aa60d5a05!8m2!3d48.6883111!4d-121.3226592","false","","",""
"https://www.google.com/maps/place/Dallas+Divide/@38.0944349,-107.8971519,15z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x873f2fdbf0b23a6f:0x59f963fe495e6b43!8m2!3d38.0944357!4d-107.8883971","false","","",""
"https://www.google.com/maps/place/Maroon+Lake/@39.0966445,-106.9470894,17z/data=!3m1!4b1!4m9!1m3!11m2!2svZF8rqyVr1PDvIKJsMftdLWtTCN5QA!3e3!3m4!1s0x87404059a889e6db:0x9935cddeb9e1ba75!8m2!3d39.0968784!4d-106.9450835","false","","",""
"https://www.google.com/maps/place/Burney+Falls/@41.0120572,-121.6605344,15z/data=!3m1!4b1!4m9!1m3!11m2!2szjJZ6Y2THZ-AHQYF_JTKYWn2_Rx-iw!3e3!3m4!1s0x54cda79191802799:0x605002b233078792!8m2!3d41.012058!4d-121.6517796","false","","",""
"https://www.google.com/maps/place/Big+Sur,+CA/@36.3315262,-121.9582603,11z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808de8a7780e4d77:0x37e8d859caefac61!8m2!3d36.2704233!4d-121.8080556","false","","",""
"https://www.google.com/maps/place/Yosemite+National+Park/@37.8529772,-119.8312825,10z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x8096f09df58aecc5:0x2d249c2ced8003fe!8m2!3d37.8651011!4d-119.5383294","false","","",""
"https://www.google.com/maps/place/Vaillancourt+Fountain/@37.7954828,-122.397547,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x80858066ce5f0acd:0x1ea4d0159aa74674!8m2!3d37.7954828!4d-122.3953583","false","","",""
"https://www.google.com/maps/place/The+Palace+Of+Fine+Arts/@37.8020068,-122.4507942,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808586d510144681:0xe960db8a581aacf5!8m2!3d37.8020068!4d-122.4486055","false","","",""
"https://www.google.com/maps/place/PIER+39/@37.808673,-122.4120097,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808580fc8bb3211d:0xbaf631600de6b39e!8m2!3d37.808673!4d-122.409821","false","","",""
"https://www.google.com/maps/place/Pier+7,+San+Francisco,+CA+94105/@37.7986599,-122.399004,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x8085805de178a221:0xb02b452f24cb72bc!8m2!3d37.7986599!4d-122.3968153","false","","",""
"https://www.google.com/maps/place/Lands+End+Labyrinth/@37.7880222,-122.5080165,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x8085864dd1605f35:0x9536fe6d1540ff8a!8m2!3d37.7880222!4d-122.5058278","false","","",""
"https://www.google.com/maps/place/Marin+Headlands/@37.8261694,-122.5018884,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x80858584d2ebcbdb:0xade4ca2ec239d476!8m2!3d37.8261694!4d-122.4996997","false","","",""
"https://www.google.com/maps/place/Point+Bonita+Lighthouse/@37.8156478,-122.5317323,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808585fdbd694e49:0xf3cd0c79c28533b8!8m2!3d37.8156478!4d-122.5295436","false","","",""
"https://www.google.com/maps/place/Golden+Gate+Bridge+Vista+Point/@37.8077868,-122.4839555,15z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808586ec0636bb65:0xfd29c84f7e83d613!8m2!3d37.8077876!4d-122.4752007","false","","",""
"https://www.google.com/maps/place/Battery+Spencer/@37.8277417,-122.483849,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x80858682bf7bd5e3:0x895d436665f57085!8m2!3d37.8277417!4d-122.4816603","false","","",""
"https://www.google.com/maps/place/Baker+Beach/@37.7938842,-122.4875017,17z/data=!3m1!4b1!4m9!1m3!11m2!2stUhyS-jwUBA9WWAMEHxMsyqbvQn-PQ!3e3!3m4!1s0x808586fc8b40f8a7:0x8b3d6b4d7dc0d519!8m2!3d37.7935724!4d-122.483638","false","","",""
